post_id,influencer_id,post_datetime,content_type,post_format,follower_count,authority_log,verified,account_age_years,early_window_mins,early_likes,early_comments,early_shares,early_total_engagement,early_engagement_velocity,early_comment_share_ratio,persuasive_power_index,reach,impressions,impressions_per_reach,exposure_persistence_hours,reach_growth_rate,algorithmic_amplification_index,very_high_reach,total_likes,total_comments,total_shares,link_clicks,saves,profile_visits,click_through_rate,save_rate,engagement_success_index,low_effort_engagement,high_effort_engagement
3193,352,2024-02-23,experiential,video,130009,11.77535895781061,0,6.4,60,126,8,4,138,2.3,1.8,0.3058358884254037,32341,37945,1.173,5.53,0.242,0.5225575869465002,0,335,5,1,11,2,2,0.00034,6.2e-05,1.655301623501701,335,15
3194,701,2024-05-22,informational,image,17629,9.777300552285743,0,0.6,60,68,6,1,75,1.25,3.5,-0.3520672689059238,12698,14846,1.169,6.24,0.214,-0.05493086375942677,0,68,0,0,0,0,0,0.0,0.0,-0.8079607275578431,68,0
3195,256,2024-12-20,experiential,image,18320,9.81574863822812,1,10.96,60,22,17,4,43,0.7166666666666667,3.6,-0.08906406180826842,7630,14165,1.856,5.79,0.016,-0.2523960421181288,0,22,4,0,0,0,1,0.0,0.0,-0.5981622156730401,22,1
3196,222,2025-07-26,experiential,video,4595,8.432724034789787,0,1.44,60,62,6,2,70,1.166666666666667,2.333333333333333,-0.3540425114833292,3945,5393,1.367,7.12,0.067,-0.6973865259138319,0,62,8,0,0,0,1,0.0,0.0,-0.5981622156730401,62,1
3197,753,2024-12-20,promotional,video,11205,9.324115386235027,1,1.91,60,18,3,0,21,0.35,4.0,-0.9060067976118655,14046,27171,1.934,7.15,0.007,0.5436065304310381,0,18,4,1,0,0,0,0.0,0.0,-0.8079607275578431,18,0
3198,781,2024-09-01,promotional,video,35515,10.47771042143191,1,8.63,60,15,4,7,26,0.4333333333333333,0.625,-0.5803358021510353,22506,47797,2.124,4.6,0.214,0.3933044003428836,0,36,2,0,1,3,0,4.4e-05,0.000133,0.4364943660269007,36,4
3199,1,2024-03-01,experiential,image,48860,10.79671434481173,0,9.69,60,72,8,1,81,1.35,4.5,-0.2342324537468926,9482,17862,1.884,5.52,0.168,-0.1343599488557666,0,72,0,0,3,5,1,0.000316,0.000527,1.300257785018823,72,9
3200,546,2025-02-05,experiential,video,13401,9.503084610020228,0,5.44,60,42,1,2,45,0.75,0.6666666666666666,-0.7244620590898673,4313,5858,1.358,8.33,0.088,-0.4135925588303524,0,42,1,4,0,0,2,0.0,0.0,-0.4754379535133285,42,2
3201,446,2024-07-17,informational,image,58086,10.96967994994813,0,8.0,60,69,2,5,76,1.266666666666667,0.5,-0.3453905874940395,3815,4074,1.068,6.55,0.195,-0.9929086305014576,0,69,5,1,1,3,0,0.000262,0.000786,0.4364943660269007,69,4
3202,79,2025-03-24,experiential,image,32590,10.39176077183161,0,11.52,60,151,12,9,172,2.866666666666667,1.3,0.8880421014885517,34579,38666,1.118,5.61,0.093,0.5646389425423068,0,151,1,0,1,5,0,2.9e-05,0.000145,0.6805971663479444,151,6
3203,236,2025-12-14,experiential,image,56045,10.9339102184552,0,5.78,60,102,2,29,133,2.216666666666667,0.1,0.9494390124968248,10098,10098,1.0,6.06,0.17,-0.3703286503485251,0,233,5,0,2,3,0,0.000198,0.000297,0.676248328963325,233,5
3204,334,2024-03-22,informational,video,15106,9.622847294873393,0,7.64,60,31,3,2,36,0.6,1.333333333333333,-0.7203760084942762,10598,20036,1.891,6.51,0.001,0.1774962290741613,0,31,1,1,1,0,0,9.4e-05,0.0,-0.3980986207717674,31,1
3205,349,2024-06-03,promotional,image,14495,9.581559041355755,0,3.71,60,19,6,2,27,0.45,2.333333333333333,-0.6801223032318574,2288,2842,1.242,5.69,0.126,-1.491792294788242,0,19,25,2,0,2,1,0.0,0.000874,0.06323707804733791,19,3
3206,98,2024-12-11,informational,image,38602,10.56105936758215,0,1.57,60,24,6,5,35,0.5833333333333334,1.166666666666667,-0.5116332586334653,1893,4467,2.36,6.12,0.101,-1.105995115720645,0,75,10,4,1,2,1,0.000528,0.001057,0.4730991848334136,75,4
3207,82,2025-12-08,experiential,image,42494,10.65711816847558,1,2.21,60,95,13,1,109,1.816666666666667,7.0,0.1589368467723335,33636,44708,1.329,5.99,0.13,0.7392530390958636,0,95,2,1,2,0,0,5.9e-05,0.0,-0.1583446578353431,95,2
3208,502,2025-07-17,promotional,image,200670,12.20941704678056,1,1.09,60,71,8,7,86,1.433333333333333,1.125,0.01932987477003545,16260,41547,2.555,5.33,0.097,0.4633464748222915,0,1110,6,3,3,14,4,0.000185,0.000861,2.129232290667463,1110,21
3209,477,2025-10-17,promotional,image,52921,10.87655551449782,0,11.22,60,76,17,3,96,1.6,4.5,0.2769072273721452,4332,8207,1.895,6.64,0.158,-0.4994569394431352,0,76,3,0,0,0,1,0.0,0.0,-0.5981622156730401,76,1
3210,704,2024-08-31,promotional,video,7270,8.891511570527564,0,10.03,60,20,5,9,34,0.5666666666666667,0.6,-0.4116201151628902,9452,13121,1.388,5.79,0.188,-0.2789965316327787,0,20,6,1,0,0,0,0.0,0.0,-0.8079607275578431,20,0
3211,765,2025-12-25,informational,video,93833,11.44927188548959,0,6.85,60,104,5,11,120,2.0,0.5,0.3124214928883156,37794,60791,1.608,5.7,0.121,0.8901954709067136,0,380,0,0,3,0,0,7.9e-05,0.0,0.01176348601430827,380,3
3212,550,2024-03-16,promotional,video,16253,9.696032786103176,0,9.57,60,46,4,3,53,0.8833333333333333,1.25,-0.5193520750451418,7601,7601,1.0,5.1,0.119,-0.8233734687039711,0,46,1,0,0,1,3,0.0,0.000132,0.02893278961109716,46,4
3213,14,2024-02-08,informational,video,4388,8.38662882139512,0,5.47,60,98,14,1,113,1.883333333333333,7.5,0.2254375053227451,8871,10628,1.198,5.69,0.261,-0.4462606722098995,0,98,1,0,0,0,0,0.0,0.0,-0.8079607275578431,98,0
3214,392,2025-09-16,promotional,image,48626,10.79191364626198,0,1.79,60,22,6,1,29,0.4833333333333333,3.5,-0.7008968135671401,4140,4537,1.096,6.27,0.188,-0.9719052773786739,0,79,3,0,1,0,3,0.000242,0.0,0.02149840299783878,79,4
3215,347,2025-11-07,experiential,carousel,6988,8.851949671253946,0,3.11,60,8,3,1,12,0.2,2.0,-0.9383150440728549,6074,7863,1.295,6.96,0.022,-0.4232737207722292,0,8,3,0,0,0,0,0.0,0.0,-0.8079607275578431,8,0
3216,310,2024-03-07,promotional,image,24290,10.09782002199622,0,8.91,60,47,11,1,59,0.9833333333333333,6.0,-0.2925610111061219,6369,6369,1.0,6.83,0.092,-0.5714349398891859,0,47,9,0,0,0,0,0.0,0.0,-0.8079607275578431,47,0
3217,386,2024-03-23,informational,video,34558,10.45039435087307,1,11.57,60,47,2,9,58,0.9666666666666667,0.3,-0.3381250558618689,6630,12189,1.838,5.76,0.086,-0.3768568607978492,0,71,0,0,0,1,0,0.0,0.000151,-0.390664234158509,71,1
3218,209,2024-01-25,experiential,carousel,49764,10.81504711003438,0,1.81,60,160,5,2,167,2.783333333333333,2.0,0.3453651780267557,17939,18121,1.01,6.22,0.233,0.1238543769405884,0,160,0,0,2,0,2,0.000111,0.0,0.1741781162091716,160,4
3219,357,2024-03-17,promotional,video,29187,10.28147868364354,0,8.01,60,53,10,15,78,1.3,0.6875,0.31852727455312,10890,27263,2.503,6.81,0.047,0.4614879233159353,0,53,1,0,3,0,1,0.000275,0.0,0.2215619978991114,53,4
3220,601,2024-06-01,promotional,image,63385,11.05698251937283,1,4.11,60,228,24,5,257,4.283333333333333,4.166666666666667,1.822866240908344,86345,147590,1.709,6.79,0.34,1.819144352207605,1,228,1,1,1,0,0,1.2e-05,0.0,-0.3980986207717674,228,1
3221,568,2025-12-09,informational,image,10850,9.291920358968605,0,4.48,60,43,10,7,60,1.0,1.375,-0.1054993411396055,8757,14692,1.678,5.83,0.073,-0.2039433149559796,0,43,1,1,0,0,0,0.0,0.0,-0.8079607275578431,43,0
3222,94,2025-05-02,promotional,image,21426,9.972360416822504,0,0.54,60,25,7,1,33,0.55,4.0,-0.6343961550167285,7157,13526,1.89,6.78,0.036,-0.07696869494720188,0,38,9,2,1,2,0,0.00014,0.000279,0.2633006729486105,38,3
3223,93,2025-07-22,informational,video,14734,9.59791302724276,0,8.5,60,26,5,4,35,0.5833333333333334,1.2,-0.5837419255773676,4668,8002,1.714,7.0,0.027,-0.4375589137080003,0,26,2,5,0,0,0,0.0,0.0,-0.8079607275578431,26,0
3224,340,2025-07-20,experiential,video,16920,9.736251633160213,0,1.95,60,83,2,6,91,1.516666666666667,0.4285714285714285,-0.1957008106535247,4641,8097,1.745,5.08,0.132,-0.8601297512269521,0,83,4,0,7,1,1,0.001508,0.000215,1.048720598084521,83,9
3225,597,2025-01-25,experiential,video,22700,10.03012020346949,0,3.83,60,80,9,10,99,1.65,0.9090909090909091,0.2619028288897351,16456,33578,2.04,5.18,0.19,0.2723273360070254,0,80,1,3,1,0,0,6.1e-05,0.0,-0.3980986207717674,80,1
3226,445,2025-08-05,informational,image,8067,8.995536944936974,0,6.11,60,80,2,1,83,1.383333333333333,1.5,-0.4360718798060661,7269,12203,1.679,5.88,0.056,-0.3389291324523855,0,80,6,1,2,0,1,0.000275,0.0,0.05145385404946001,80,3
3227,757,2025-03-10,informational,carousel,48694,10.79331109819511,0,7.24,60,23,6,0,29,0.4833333333333333,7.0,-0.7368378258442148,7244,14607,2.016,6.4,0.076,-0.100571579956901,0,38,0,0,6,0,0,0.000828,0.0,0.3426676752929458,38,6
3228,22,2024-08-17,promotional,video,23724,10.07424247295862,1,7.93,60,40,0,11,51,0.85,0.08333333333333333,-0.3916610974376469,3286,3286,1.0,7.12,0.146,-1.03611454121281,0,40,1,2,0,0,4,0.0,0.0,-0.3208236685469587,40,4
3229,291,2025-02-13,experiential,image,24146,10.09187401389233,1,1.46,60,261,4,5,270,4.5,0.8333333333333334,1.198095410193441,16130,21657,1.343,5.64,0.227,0.08592645883104624,0,261,2,0,0,0,0,0.0,0.0,-0.8079607275578431,261,0
3230,485,2025-01-24,informational,image,13956,9.543664802306665,0,6.18,60,18,12,13,43,0.7166666666666667,0.9285714285714286,0.05356677535126569,12247,19167,1.565,7.05,0.04,0.2711789967931016,0,18,1,0,1,0,0,8.2e-05,0.0,-0.3980986207717674,18,1
3231,784,2025-08-24,promotional,video,54753,10.91058744069813,0,0.54,60,151,3,5,159,2.65,0.6666666666666666,0.3201868977571565,27973,52942,1.893,5.56,0.097,0.7315022517553287,0,151,1,1,1,1,1,3.6e-05,3.6e-05,0.2289963845123698,151,3
3232,306,2025-12-17,promotional,video,33434,10.41732862526258,0,6.57,60,7,10,1,18,0.3,5.5,-0.6396419555796857,21798,37085,1.701,6.74,0.106,0.7204922997366182,0,34,3,0,1,0,0,4.6e-05,0.0,-0.3980986207717674,34,1
3233,634,2024-10-27,experiential,image,19402,9.873131432521228,0,10.62,60,25,7,1,33,0.55,4.0,-0.6343961550167285,6256,7221,1.154,6.12,0.106,-0.6472487030474805,0,25,5,1,2,1,0,0.00032,0.00016,0.258951835563991,25,3
3234,128,2025-07-11,informational,image,16877,9.733707027236484,0,11.23,60,64,10,10,84,1.4,1.0,0.1843217189931226,6932,11121,1.604,7.48,0.168,-0.07941425088146747,0,64,3,1,0,0,0,0.0,0.0,-0.8079607275578431,64,0
3235,625,2024-03-13,informational,video,146267,11.89318899765508,1,6.91,60,136,16,1,153,2.55,8.5,0.6011028534922405,84467,148616,1.759,5.34,0.104,1.498724151092,1,1191,1,0,0,1,0,0.0,1.2e-05,-0.390664234158509,1191,1
3236,273,2025-07-21,experiential,image,95146,11.46316783295467,1,11.02,60,97,3,4,104,1.733333333333333,0.8,-0.1328329179191985,13670,19066,1.395,7.73,0.18,0.4090256499537159,0,791,1,0,9,2,5,0.000658,0.000146,1.757292299654242,791,16
3237,442,2024-09-28,experiential,image,28776,10.26729698537546,0,6.39,60,72,2,6,80,1.333333333333333,0.4285714285714285,-0.2791165713333808,23621,35471,1.502,4.53,0.19,0.1731073994292811,0,72,1,0,1,0,2,4.2e-05,0.0,-0.0655758467272527,72,3
3238,503,2024-01-29,experiential,carousel,7342,8.90136656405678,0,3.46,60,84,5,1,90,1.5,3.0,-0.2744861590093113,5769,6113,1.06,6.5,0.114,-0.6819407229931643,0,84,2,4,0,0,0,0.0,0.0,-0.8079607275578431,84,0
3239,130,2024-09-22,promotional,video,17971,9.796514626532021,0,5.34,60,59,6,10,75,1.25,0.6363636363636364,-0.0285981584122518,13439,20233,1.506,7.33,0.119,0.3723288257785092,0,59,1,1,0,1,0,0.0,7.4e-05,-0.390664234158509,59,1
3240,132,2025-03-21,experiential,video,31843,10.36857285662532,1,9.53,60,181,37,2,220,3.666666666666667,12.66666666666667,1.904642428822727,46342,90733,1.958,5.36,0.286,1.104665427678892,0,181,2,0,1,0,0,2.2e-05,0.0,-0.3980986207717674,181,1
3241,597,2024-03-28,informational,video,22700,10.03012020346949,0,3.83,60,64,36,3,103,1.716666666666667,9.25,1.017175422838141,6460,11726,1.815,7.78,0.201,0.003724049944111005,0,64,2,3,1,0,0,0.000155,0.0,-0.3980986207717674,64,1
3242,482,2025-11-05,promotional,video,11435,9.34443410645688,0,4.47,60,60,12,3,75,1.25,3.25,-0.06317931635080892,17190,29076,1.691,5.66,0.124,0.2936893755064737,0,60,2,4,1,0,0,5.8e-05,0.0,-0.3980986207717674,60,1
3243,390,2024-02-26,experiential,video,16699,9.723104116372433,0,3.74,60,13,4,1,18,0.3,2.5,-0.8566478835806514,4866,7925,1.629,5.47,0.056,-0.7721430261081949,0,17,0,2,3,0,3,0.000617,0.0,0.4313605097839144,17,6
3244,593,2025-11-09,experiential,carousel,48001,10.77897712300635,0,2.34,60,147,12,12,171,2.85,1.0,0.9882818873488796,31612,46851,1.482,5.94,0.153,0.7500644465706072,0,147,3,1,0,0,0,0.0,0.0,-0.8079607275578431,147,0
3245,325,2025-05-31,promotional,image,10872,9.29394595583098,0,8.69,60,9,18,4,31,0.5166666666666667,3.8,-0.1438954187921929,11108,12843,1.156,6.31,0.059,-0.1522686199690763,0,11,5,1,0,0,0,0.0,0.0,-0.8079607275578431,11,0
3246,69,2024-08-28,promotional,image,42686,10.66162627660351,1,7.58,60,112,24,3,139,2.316666666666667,6.25,0.8561606017884665,14432,28618,1.983,6.45,0.278,0.4417211788363523,0,112,2,0,0,0,3,0.0,0.0,-0.388363703788237,112,3
3247,660,2024-10-12,experiential,image,25736,10.15564606891886,0,10.43,60,97,6,4,107,1.783333333333333,1.4,-0.001580201006027623,5404,8465,1.566,5.94,0.14,-0.6059142858186344,0,97,2,0,0,2,0,0.0,0.00037,-0.1465614338374652,97,2
3248,448,2025-06-24,informational,video,11616,9.360138737064577,0,7.41,60,145,22,5,172,2.866666666666667,3.833333333333333,1.105954599048529,4193,4193,1.0,6.58,0.249,-0.9518431385956923,0,145,2,0,0,0,0,0.0,0.0,-0.8079607275578431,145,0
3249,528,2025-03-15,promotional,video,31197,10.34807721532834,0,1.89,60,12,5,1,18,0.3,3.0,-0.8204802289138238,6780,10100,1.49,5.85,0.095,-0.4807574514630528,0,39,2,1,4,2,1,0.00059,0.000295,1.014907418823651,39,7
3250,617,2025-05-05,experiential,image,33170,10.4094011319411,1,5.57,60,157,16,2,175,2.916666666666667,5.666666666666667,0.8038753871290274,21161,31987,1.512,7.05,0.171,0.679337640587354,0,157,7,0,0,0,1,0.0,0.0,-0.5981622156730401,157,1
3251,165,2024-10-11,experiential,image,77915,11.26337376787972,1,7.52,60,46,7,4,57,0.95,1.6,-0.3445750948840003,21162,38853,1.836,7.24,0.166,0.8476933030118827,0,318,1,0,2,2,11,9.5e-05,9.5e-05,1.255174433699156,318,15
3252,488,2024-12-22,experiential,image,10081,9.218407743053941,1,2.01,60,23,0,3,26,0.4333333333333333,0.25,-0.8687704699266443,2314,2527,1.092,5.69,0.153,-1.562959652700584,0,23,5,1,2,2,0,0.000864,0.000864,0.503054635885035,23,4
3253,713,2025-12-23,experiential,image,17242,9.75510354676987,0,8.07,60,17,9,4,30,0.5,2.0,-0.4769875617645373,16173,26801,1.657,5.93,0.045,0.2940572678733952,0,17,1,0,0,1,0,0.0,6.2e-05,-0.390664234158509,17,1
3254,709,2024-06-05,promotional,carousel,3707,8.217978203150732,0,9.02,60,38,5,5,48,0.8,1.0,-0.4492186506786449,7971,19001,2.384,7.05,0.075,0.2271292806978102,0,38,2,1,0,1,0,0.0,0.000125,-0.390664234158509,38,1
3255,426,2024-11-01,experiential,video,116848,11.66862922385989,0,10.04,60,114,15,11,140,2.333333333333333,1.333333333333333,0.8257630589745115,62989,111029,1.763,6.51,0.205,1.534280246849839,1,682,0,0,3,4,4,4.8e-05,6.4e-05,1.467832996947085,682,11
3256,697,2024-08-01,promotional,image,41198,10.62614499047001,0,9.75,60,76,11,10,97,1.616666666666667,1.090909090909091,0.3190716362815983,20447,37170,1.818,6.13,0.139,0.5869639824924966,0,76,2,1,2,0,1,9.8e-05,0.0,0.05145385404946001,76,3
3257,265,2025-07-12,promotional,image,23096,10.04741472134277,0,2.84,60,35,1,5,41,0.6833333333333333,0.3333333333333333,-0.6469720261422273,4897,7326,1.496,6.59,0.147,-0.5737411664997889,0,41,4,1,3,0,0,0.000613,0.0,0.01176348601430827,41,3
3258,612,2025-07-11,promotional,image,28125,10.24441413950672,0,2.27,60,32,12,3,47,0.7833333333333333,3.25,-0.275510343535897,5270,6489,1.231,6.76,0.073,-0.6071136669244684,0,61,0,0,0,0,1,0.0,0.0,-0.5981622156730401,61,1
3259,342,2024-08-01,experiential,video,37937,10.54368216814334,1,4.24,60,205,5,2,212,3.533333333333333,2.0,0.686611471717076,13178,33966,2.577,6.25,0.252,0.5167260516853172,0,205,5,0,0,0,1,0.0,0.0,-0.5981622156730401,205,1
3260,726,2024-02-29,promotional,video,24736,10.11601495138715,0,11.4,60,73,0,1,74,1.233333333333333,0.5,-0.5766564478777854,15020,22887,1.524,7.01,0.122,0.4065462186440034,0,73,3,0,0,1,0,0.0,6.7e-05,-0.390664234158509,73,1
3261,278,2024-01-09,experiential,carousel,16314,9.699778913860525,0,4.14,60,78,0,12,90,1.5,0.07692307692307693,-0.05997329729562795,13758,21578,1.568,5.49,0.217,0.02660389397623233,0,78,2,0,0,1,0,0.0,7.3e-05,-0.390664234158509,78,1
3262,674,2024-11-08,informational,video,20508,9.928570332903591,0,9.29,60,103,1,7,111,1.85,0.25,-0.04426243362535756,9190,20735,2.256,5.88,0.164,0.05314340710741053,0,103,7,3,1,0,1,0.000109,0.0,-0.1883001088869643,103,2
3263,439,2024-10-26,promotional,video,5413,8.596558746796978,0,7.3,60,67,3,8,78,1.3,0.4444444444444444,-0.1862333940541959,9324,17756,1.904,7.12,0.076,0.2038236092062568,0,67,4,1,0,0,0,0.0,0.0,-0.8079607275578431,67,0
3264,157,2025-12-22,experiential,carousel,192101,12.16577655436517,1,2.04,60,55,12,8,75,1.25,1.444444444444444,0.1165257450345644,12751,16005,1.255,8.33,0.087,0.3904932808430478,0,227,1,0,7,4,14,0.000549,0.000314,2.210217877777676,227,25
3265,422,2024-12-08,informational,video,172016,12.05534277472501,0,1.82,60,28,21,11,60,1.0,1.833333333333333,0.4361089093037967,21759,47652,2.19,6.18,0.177,0.7781964620932702,0,597,11,0,1,3,4,4.6e-05,0.000138,0.9236314250377851,597,8
3266,251,2024-07-06,informational,image,8426,9.03907744253896,0,11.83,60,67,0,5,72,1.2,0.1666666666666667,-0.4480589007112787,10915,18711,1.714,6.57,0.048,0.1455118141278852,0,67,4,3,0,0,0,0.0,0.0,-0.8079607275578431,67,0
3267,609,2025-10-12,informational,video,5020,8.521185212685774,0,4.93,60,50,10,3,63,1.05,2.75,-0.2265136373352162,22324,28427,1.273,6.71,0.173,0.5422095942892741,0,50,5,3,0,0,0,0.0,0.0,-0.8079607275578431,50,0
3268,530,2024-12-24,promotional,video,12036,9.395657437749936,0,1.26,60,81,2,0,83,1.383333333333333,3.0,-0.4720128920831408,6020,9156,1.521,6.14,0.089,-0.4958011717289483,0,81,6,4,0,0,0,0.0,0.0,-0.8079607275578431,81,0
3269,327,2025-03-13,experiential,video,94666,11.45811018619692,0,1.66,60,84,7,2,93,1.55,2.666666666666667,-0.1434600844858935,19811,38247,1.931,6.04,0.136,0.5840577525728515,0,172,1,1,4,6,1,0.000202,0.000303,1.525007489805272,172,11
3270,97,2024-03-10,informational,image,39979,10.59610959523532,0,9.63,60,59,1,0,60,1.0,2.0,-0.6825953190805765,3186,4849,1.522,5.71,0.148,-1.094348425340262,0,107,1,3,1,1,0,0.000314,0.000314,0.01919787262756667,107,2
3271,513,2024-10-06,promotional,image,23413,10.06104670263749,0,9.14,60,17,18,2,37,0.6166666666666667,6.333333333333333,-0.1702779375209662,4778,5816,1.217,7.07,0.105,-0.6301985042488455,0,22,2,2,2,2,0,0.000419,0.000419,0.503054635885035,22,4
3272,216,2025-11-20,informational,image,63511,11.05896839822494,0,1.82,60,13,4,0,17,0.2833333333333333,5.0,-0.900172146828622,4145,7908,1.908,7.05,0.234,-0.4474851466306722,0,114,4,0,9,0,1,0.002171,0.0,0.7633702318893489,114,10
3273,132,2025-03-06,promotional,image,31843,10.36857285662532,1,9.53,60,98,4,12,114,1.9,0.3846153846153846,0.2666953446731865,7616,7790,1.023,6.92,0.18,-0.3989654393653709,0,98,1,2,5,0,3,0.000657,0.0,0.6711144727203389,98,8
3274,260,2024-09-08,experiential,carousel,64514,11.07463753349456,1,8.05,60,206,9,13,228,3.8,0.7142857142857143,1.347965240966544,25004,63236,2.529,5.77,0.181,0.9004115497520705,0,307,5,0,1,1,0,4e-05,4e-05,0.01919787262756667,307,2
3275,125,2025-04-01,experiential,video,53469,10.88685732569196,0,7.38,60,113,5,3,121,2.016666666666667,1.5,0.03247664564261417,21237,29760,1.401,6.75,0.288,0.5726398793430818,0,341,1,0,4,0,0,0.000188,0.0,0.1437096132184703,341,4
3276,82,2025-10-26,experiential,video,42494,10.65711816847558,1,2.21,60,22,22,11,55,0.9166666666666666,1.916666666666667,0.4343603091161442,8576,10942,1.276,5.55,0.14,-0.4662701996230028,0,83,0,0,0,0,1,0.0,0.0,-0.5981622156730401,83,1
3277,283,2024-07-19,informational,video,145222,11.88601888504709,1,2.12,60,86,16,4,106,1.766666666666667,3.4,0.3525130946913522,21885,38096,1.741,6.01,0.174,0.5841431443059157,0,148,13,1,3,0,1,0.000137,0.0,0.2215619978991114,148,4
3278,683,2025-01-03,promotional,video,17597,9.775483711951761,0,1.22,60,27,5,5,37,0.6166666666666667,1.0,-0.5326344113585009,8784,15390,1.752,5.97,0.095,-0.1402037023758174,0,27,1,2,0,1,0,0.0,0.000114,-0.390664234158509,27,1
3279,59,2025-11-30,informational,carousel,41409,10.63125352749169,0,0.61,60,35,5,4,44,0.7333333333333333,1.2,-0.5154926668393035,10559,15571,1.475,5.86,0.148,-0.1358889918311347,0,62,1,3,4,1,2,0.000379,9.5e-05,0.893528880662319,62,7
3280,544,2024-05-05,promotional,image,125689,11.74156588080481,1,10.22,60,17,5,6,28,0.4666666666666667,0.8571428571428571,-0.5649426578194903,9273,13850,1.494,5.78,0.215,-0.2482291871602917,0,490,3,0,16,5,8,0.001725,0.000539,2.611076739175561,490,29
3281,161,2025-06-09,experiential,video,11218,9.325274910068282,0,5.52,60,57,1,10,68,1.133333333333333,0.1818181818181818,-0.2625191885426618,8231,9448,1.148,5.45,0.092,-0.5891773936884175,0,57,8,1,0,0,0,0.0,0.0,-0.8079607275578431,57,0
3282,284,2025-03-24,experiential,image,8623,9.062188330952324,0,2.82,60,85,5,15,105,1.75,0.375,0.3424367774331742,5326,6238,1.171,5.52,0.187,-0.9030286102537919,0,85,2,0,0,1,0,0.0,0.000188,-0.390664234158509,85,1
3283,106,2025-05-11,experiential,carousel,44536,10.70405312986334,1,7.44,60,95,18,3,116,1.933333333333333,4.75,0.4647399014568929,12701,19729,1.553,5.74,0.168,0.01638952025006841,0,95,1,1,2,0,0,0.000157,0.0,-0.1583446578353431,95,2
3284,105,2024-09-13,informational,carousel,25304,10.13871776498548,1,6.95,60,35,3,4,42,0.7,0.8,-0.6029944781147507,3571,10129,2.836,6.23,0.082,-0.4455556257396078,0,35,1,0,2,0,0,0.00056,0.0,-0.1583446578353431,35,2
3285,439,2024-08-17,experiential,carousel,5413,8.596558746796978,0,7.3,60,52,9,3,64,1.066666666666667,2.5,-0.2550980410311478,4292,6926,1.614,6.72,0.0,-0.6004500321117461,0,52,6,2,0,0,0,0.0,0.0,-0.8079607275578431,52,0
3286,228,2025-05-14,promotional,image,10120,9.222268942841456,0,8.19,60,11,11,0,22,0.3666666666666666,12.0,-0.6090823093063488,16616,35956,2.164,6.36,0.037,0.5958178083796677,0,11,3,1,1,0,0,6e-05,0.0,-0.3980986207717674,11,1
3287,700,2024-06-06,informational,image,24713,10.11508469994997,0,11.51,60,71,2,3,76,1.266666666666667,0.75,-0.4172726120481888,9727,9727,1.0,5.42,0.238,-0.5487910363092724,0,71,4,0,0,1,2,0.0,0.000103,-0.05814146011399432,71,3
3288,582,2024-11-02,experiential,image,19628,9.884712397209794,0,5.72,60,88,12,2,102,1.7,4.333333333333333,0.1056274475863086,4481,6993,1.561,6.59,0.163,-0.6155184680887958,0,88,3,0,0,0,1,0.0,0.0,-0.5981622156730401,88,1
3289,318,2024-05-17,experiential,video,21801,9.989711119284745,0,9.95,60,84,11,0,95,1.583333333333333,12.0,-0.05550498843094037,5851,9716,1.661,6.35,0.22,-0.4137818979180689,0,84,1,1,0,0,0,0.0,0.0,-0.8079607275578431,84,0
3290,464,2024-01-07,experiential,video,36827,10.51398655078612,0,3.73,60,172,5,1,178,2.966666666666667,3.0,0.3928399264295371,11553,16851,1.459,6.36,0.129,0.03811692788821619,0,172,2,1,1,0,3,8.7e-05,0.0,0.02149840299783878,172,4
3291,599,2025-12-09,informational,image,19067,9.855714371064444,0,1.84,60,50,3,14,67,1.116666666666667,0.2666666666666667,-0.05400308107160384,3993,5902,1.478,5.26,0.081,-1.044582909118243,0,50,8,1,0,1,0,0.0,0.00025,-0.390664234158509,50,1
3292,472,2024-11-11,experiential,video,2975,7.99799931797973,0,4.4,60,28,4,4,36,0.6,1.0,-0.6123263292732991,5669,8658,1.527,7.92,0.077,-0.1915978848021281,0,28,22,0,0,0,0,0.0,0.0,-0.8079607275578431,28,0
3293,56,2025-12-08,promotional,image,75454,11.23127847803262,0,9.25,60,51,0,4,55,0.9166666666666666,0.2,-0.6129151794935854,5183,9871,1.904,6.41,0.075,-0.4025261764711425,0,155,8,1,1,2,2,0.000193,0.000386,0.5958234469931252,155,5
3294,625,2024-04-12,informational,carousel,146267,11.89318899765508,1,6.91,60,66,4,3,73,1.216666666666667,1.25,-0.3676870556272216,13101,21155,1.615,4.66,0.208,-0.2067487071147833,0,546,17,0,9,2,1,0.000687,0.000153,1.424769525609727,546,12
3295,13,2025-03-04,experiential,image,37872,10.54196733175377,0,4.78,60,73,14,3,90,1.5,3.75,0.1229047575462864,11495,16671,1.45,5.77,0.17,-0.1007618339734732,0,73,3,1,0,0,0,0.0,0.0,-0.8079607275578431,73,0
3296,440,2024-05-26,experiential,image,28126,10.24444969443019,0,8.58,60,21,4,4,29,0.4833333333333333,1.0,-0.6654090860695712,9514,15713,1.652,6.33,0.187,-0.03845314825341037,0,34,6,1,1,0,2,0.000105,0.0,-0.0655758467272527,34,3
3297,18,2025-07-30,experiential,video,40711,10.61425360518453,0,3.27,60,35,32,5,72,1.2,5.5,0.7093060486272044,11358,19959,1.757,7.93,0.197,0.452819960705174,0,45,1,1,4,0,0,0.000352,0.0,0.1437096132184703,45,4
